Bug编号,所属产品,所属模块,所属项目,相关需求,相关任务,Bug标题,关键词,严重程度,优先级,Bug类型,用例关联,所属环境,重现步骤,Bug状态,截止日期,激活次数,是否确认,抄送给,由谁创建,创建日期,影响版本,指派给,指派日期,解决者,解决方案,解决版本,解决日期,由谁关闭,关闭日期,重复ID,相关Bug,相关用例,最后修改者,修改日期,附件
9148,邦养宝,/,养殖项目2.0,,,APP意向金，附件信息必录，未做校验,,一般,3,页面表现与数据输入校验,,其他环境,"[步骤]


[结果]
<img src=““{15590.png}““ alt=““““ />

[期望]

",激活,0000-00-00,0,否,,林加嘉,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9147,邦养宝,/,养殖项目2.0,,,APP意向金，必填校验提示语不对,,一般,3,页面表现与数据输入校验,,其他环境,"[步骤]


[结果]
<img src=““{15589.png}““ alt=““““ />

[期望]

",激活,0000-00-00,0,否,,林加嘉,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9145,邦养宝,/养户管理/养户准入评分,养殖项目2.0,,,养户准入评分在邦养宝提交后，苍穹自动审核,,一般,3,页面表现与数据输入校验,,,"
",激活,0000-00-00,0,否,,罗洪浪,2021/12/1,主干,黄壁生（金蝶）,2021/12/1,,,,0000-00-00,,0000-00-00,0,,,张鹤耀(嘉瑞),2021/12/1,
9143,邦养宝,/,养殖项目2.0,,,APP意向养户，猪场地址未做必填标记，意向养户分类为非必填，不需要标记,,一般,3,页面表现与数据输入校验,,其他环境,"[步骤]


[结果]
<img src=““{15583.png}““ alt=““““ />

[期望]

",激活,0000-00-00,0,否,,林加嘉,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9140,邦养宝,/养户管理/养户开户,养殖项目2.0,,,养户开户提交报错,,一般,3,页面表现与数据输入校验,,,<img src=““{15576.jpeg}““ alt=““““ />,激活,0000-00-00,0,否,,罗洪浪,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9139,公共-保健管理,/保健药品,养殖项目2.0,,,保健药品参照疫苗设置列表保健药品名称,,一般,3,,,,<img src=““{15573.png}““ alt=““““ />,激活,0000-00-00,0,否,,卢娇玲,2021/12/1,主干,卢娇玲,2021/12/2,,,,0000-00-00,,0000-00-00,0,,,林海结（金蝶）,2021/12/2,
9137,邦养宝,/养户管理/养户开户,养殖项目2.0,,,养户开户录入猪舍信息保存不了，点击保存没有反应,,一般,3,页面表现与数据输入校验,,,<img src=““{15570.jpeg}““ alt=““““ />,激活,0000-00-00,0,否,,罗洪浪,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9117,邦购销APP,/销售管理/销售订单,养殖项目2.0,,,【销售订单】已经做完监磅，做完销售单的销售订单，还可以跑单成功,,致命,3,逻辑关系与数据处理,用例内,,"<img src=““{15540.png}““ alt=““““ />


<img src=““{15541.png}““ alt=““““ />


<img src=““{15542.png}““ alt=““““ />",激活,0000-00-00,0,否,,张亚群,2021/12/1,主干,邱世平(嘉瑞),2021/12/2,,,,0000-00-00,,0000-00-00,0,,,聂志朋,2021/12/2,
9115,邦购销APP,/销售管理/销售订单,养殖项目2.0,,,【销售订单】跑单后，下游单据未删除，销售单号：XSDD-20211129-00000132，洋河服务部,,致命,3,逻辑关系与数据处理,用例内,,"<img src=““{15538.png}““ alt=““““ />


<img src=““{15539.png}““ alt=““““ />



",激活,0000-00-00,0,否,,张亚群,2021/12/1,主干,胡建明（金蝶）,2021/12/2,,,,0000-00-00,,0000-00-00,0,,,聂志朋,2021/12/2,
9112,邦购销APP,/销售管理/销售订单,养殖项目2.0,,,【销售订单】订单明细，无法带出对应的明细列表,,一般,3,页面表现与数据输入校验,用例内,,见视频,激活,0000-00-00,0,否,,张亚群,2021/12/1,主干,邱世平(嘉瑞),2021/12/2,,,,0000-00-00,,0000-00-00,0,,,胡建明（金蝶）,2021/12/2,"销售订单-订单明细无详情.mp4
"
9110,邦养宝,/养户管理/养户开户,养殖项目2.0,,,养户开户准入评分等级未自动带出且不可编辑,,一般,3,页面表现与数据输入校验,,,"<img src=““{15532.png}““ alt=““““ />
<img src=““{15533.jpeg}““ alt=““““ />



",激活,0000-00-00,0,否,,罗洪浪,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9108,邦养宝,/养户管理/养户开户,养殖项目2.0,,,养户开户界面最下面保存按钮会挡住灭火器位置，优化保存按钮位置,,一般,3,页面表现与数据输入校验,,,"<img src=““{15528.png}““ alt=““““ />



",激活,0000-00-00,0,否,,罗洪浪,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
9107,邦养宝,/养户管理/养户开户,养殖项目2.0,,,养户开户信息饲养规模未根据饲养模式自动计算，计算错误,,一般,3,页面表现与数据输入校验,,,"<img src=““{15526.png}““ alt=““““ />


<img src=““{15527.png}““ alt=““““ />",激活,0000-00-00,1,是,,罗洪浪,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,罗洪浪,2021/12/1,
9095,邦养宝,/养户管理/访谈记录,养殖项目2.0,,,所有单据暂存后返回列表界面要增加自动刷新功能或支持手工刷新,,一般,3,页面表现与数据输入校验,,,"
",激活,0000-00-00,0,否,,罗洪浪,2021/12/1,主干,张鹤耀(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,罗洪浪,2021/12/1,
9092,繁殖-经产管理,/配种记录,养殖项目2.0,,,配种记录耳牌号过滤问题,,一般,3,,,,"[步骤]<img src=““{15503.png}““ alt=““““ />


[结果]<img src=““{15504.png}““ alt=““““ />


[期望]

",激活,0000-00-00,0,否,余宾,尹清渝（金蝶）,2021/12/1,主干,尹清渝（金蝶）,2021/12/2,,,,0000-00-00,,0000-00-00,0,,,林海结（金蝶）,2021/12/2,
9072,邦购销APP,/销售管理/销售去向追踪,养殖项目2.0,,,【去向追踪】销售头数，等需规问题,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15459.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,胡建明（金蝶）,2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
9071,邦购销APP,/销售管理/销售去向追踪,养殖项目2.0,,,【去向追踪】APP上传附件信息后，PC端和APP端详情页面都没有附件信息,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]


[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
9067,邦购销APP,/销售管理/销售监磅,养殖项目2.0,,,【销售监磅】，提交的时候，没有任何提示，页面也没有变化。用户无法知道是否提交成功,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15451.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
9066,邦购销APP,/销售管理/销售监磅,养殖项目2.0,,,【销售监磅】提交提示错误，PC还是生成了数据,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15449.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
9061,邦购销APP,/销售管理/销售通知单,养殖项目2.0,,,【销售通知】APP端列表页面，没有显示出，预计装猪时间  字段内容,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15432.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,邱世平(嘉瑞),杨承樑,2021/11/30,主干,徐刚云,2021/12/2,,,,0000-00-00,,0000-00-00,0,,,胡建明（金蝶）,2021/12/2,
9058,邦购销APP,/销售管理/销售订单,养殖项目2.0,,,【销售订单】筛选条件 需规是业务组织，现在APP上 是销售员,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15428.png}““ alt=““““ />
 
[结果]
<img src=““{15427.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/12/2,,,,0000-00-00,,0000-00-00,0,,,聂志朋,2021/12/2,
9056,邦购销APP,/销售管理/销售订单,养殖项目2.0,,,【销售订单】APP详情页面，缺少需规中的字段,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15419.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,是,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/12/1,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
9049,邦养宝,/检测管理/采样送检单,养殖项目2.0,,,提交详情检测方案未绑定，没有分录 照片还有删除按钮 视频能删除,,致命,1,页面控件与业务功能实现,,,"[步骤]


[结果]
1 提交详情检测方案未绑定，
2没有分录 
3照片还有删除按钮 
4视频能删除
[期望]
1 提交详情检测方案绑定，
2有分录 
3照片无删除按钮 
4视频无删除删除

",激活,0000-00-00,0,否,,李琳珺,2021/11/30,主干,张鹤耀(嘉瑞),2021/12/2,,,,0000-00-00,,0000-00-00,0,,,万礼红（信道）,2021/12/2,
9035,公共-检测管理,/实验室判断标准,养殖项目2.0,,,标准录入，录入下限值时，下限比较符必录，但删掉下限值后，比较符没有清空必填；另外实验室标准和检测标准的-判定信息的逻辑一致,,致命,1,需求变更,需求外,217环境,"[步骤]
标准录入，录入下限值时，下限比较符必录，但删掉下限值后，比较符没有清空必填；另外实验室标准和检测标准的-判定信息的逻辑一致

[结果]
<img src=““{15358.png}““ alt=““““ />
 
[期望]

  同一个评判值，标准值下限，标准值上限校验其中1个必录，当录入下限时，下限值比较 必录，下限值比较只能选择大于等于、大于、等于；当录入上限时，上限值比较必录，上限值只能选择小于等于，小于，等于


",激活,2021/12/2,1,是,"陈琳文(金蝶),毛家伟（金蝶）",林海结（金蝶）,2021/11/30,主干,林海结（金蝶）,2021/12/1,,,,0000-00-00,,0000-00-00,0,,,章征明(外包),2021/12/1,
9034,邦购销APP,/销售管理/仔猪销售合同,养殖项目2.0,,,【车辆备案】是否再次备案，未按需规实现,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{15360.png}““ alt=““““ />
 
[结果]
<img src=““{15359.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
9024,邦购销APP,/销售管理/车辆备案,养殖项目2.0,,,【车辆备案】app新增选择附件 上传后，不论是APP还是，还是PC端都看不到附件信息,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]


[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/30,主干,邱世平(嘉瑞),2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
8996,育肥-结算管理,/,养殖项目2.0,,,结算单-生产费用和其中租赁费用未更新（制造分摊费用反审核时）,,一般,3,页面表现与数据输入校验,用例外,其他环境,"[步骤]


[结果]
<img src=““{15284.png}““ alt=““““ />
<img src=““{15285.png}““ alt=““““ />
[期望】
预期结果：这两个字段跟成本中，制造分摊费用相关，当制造费用分摊反审核时相应的这两个字段的数据应相应的减少，参见成本管理的需规
<img src=““{15287.png}““ alt=““““ />

",激活,0000-00-00,0,否,,戴齐珍(金蝶),2021/11/29,主干,包权（金蝶）,2021/11/29,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
8987,育肥-养户管理,/对账单,养殖项目2.0,,,养户管理-对账单-详情页面，页面中的分录信息显示为空(猪苗、饲料、兽药）均显示为空,,一般,3,,,,"<img src=““{15270.png}““ alt=““““ />
<img src=““{15271.png}““ alt=““““ />

",激活,0000-00-00,0,否,,邹宇,2021/11/29,主干,卢长伟(金蝶),2021/11/29,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
8985,育肥养户服务号,/我的业务,养殖项目2.0,,,【考勤打卡】当前版本缺少xx年xx月xx日打卡记录分录（下图为老邦养宝考勤查询界面）,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
<img src=““{15266.png}““ alt=““““ />

[结果]


[期望]

",激活,0000-00-00,0,否,,付想成,2021/11/29,主干,付想成,2021/11/30,,,,0000-00-00,,0000-00-00,0,,,曹建华,2021/11/30,
8980,邦购销APP,/销售管理/仔猪销售合同,养殖项目2.0,,,【仔猪销售合同】APP端合同签订日期  字段，不填写直接提交。PC端 显示是当天,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{15260.png}““ alt=““““ />
 
[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/29,主干,邱世平(嘉瑞),2021/12/2,,,,0000-00-00,,0000-00-00,0,,,聂志朋,2021/12/2,
8966,销售-客户管理,/年度销售合同,养殖项目2.0,,,【年度销售合同】合同没有到期，也终止了。已审核的单据，全部自动终止了，现在列表没有其他状态的合同了,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
[结果]
[期望]
",激活,0000-00-00,0,否,,杨承樑,2021/11/29,主干,杨承樑,2021/12/1,,,,0000-00-00,,0000-00-00,0,,,聂志朋,2021/12/1,
8964,育肥-上市管理,/,养殖项目2.0,,,销售单要组织隔离，猪场能看全部分场数据 分场只能自己分场数据 服务部看自己服务部数据,,致命,3,,,,"[<img src=““{15230.png}““ alt=““““ />



",激活,0000-00-00,0,否,,余宾,2021/11/29,主干,胡建明（金蝶）,2021/11/29,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
8962,销售-交易管理,/销售单,养殖项目2.0,,,【销售单】清空增减款时，列表界面的核减金额未同步,,一般,3,逻辑关系与数据处理,用例内,,"<img src=““{15225.png}““ alt=““““ />



",激活,0000-00-00,0,否,,张亚群,2021/11/29,主干,胡建明（金蝶）,2021/11/29,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
8959,育肥养户服务号,/个人中心,养殖项目2.0,,,【通知列表】销售通知单审核后，未推送到养护服务号生成二维码,,严重,3,逻辑关系与数据处理,用例内,,"同一天做了2张单，有一张未传递到养户服务号形成二维码，对应单据为：
<img src=““{15220.png}““ alt=““““ />


<img src=““{15221.png}““ alt=““““ />",激活,0000-00-00,0,否,,张亚群,2021/11/29,主干,许涛泳（金蝶）,2021/12/2,,,,0000-00-00,,0000-00-00,0,,,曹建华,2021/12/2,
8955,育肥养户服务号,/财务中心,养殖项目2.0,,,财务中心-领用记录页面，页面需增加查看“猪只销售”单,,一般,3,,,,"<img src=““{15213.png}““ alt=““““ />

",激活,0000-00-00,0,否,,邹宇,2021/11/29,主干,冯常耀,2021/11/30,,,,0000-00-00,,0000-00-00,0,,,邹宇,2021/11/30,
8951,育肥-成本管理,/,养殖项目2.0,,,成本计算-点击开始成本计算-计算完成后，涉及到猪只转群和猪只调出反写的数据并没有执行,,一般,3,页面表现与数据输入校验,用例外,其他环境,"[步骤]


[结果]
<img src=““{15206.png}““ alt=““““ /><img src=““{15209.png}““ alt=““““ /><img src=““{15210.png}““ alt=““““ />

[期望]
<img src=““{15204.png}““ alt=““““ />
",激活,0000-00-00,0,否,,戴齐珍(金蝶),2021/11/29,主干,卢长伟(金蝶),2021/11/29,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
8946,邦购销APP,/销售管理/客户拜访,养殖项目2.0,,,【客户拜访】附件管理，APP端  上传了附件，PC端 看不到附件信息,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]


[期望]

",激活,0000-00-00,0,否,,杨承樑,2021/11/29,主干,邱世平(嘉瑞),2021/11/29,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
8944,邦购销APP,/销售管理/上市计划,养殖项目2.0,,,【上市计划】列表查询排序问题,,一般,3,页面表现与数据输入校验,,,"未看出当前排序规则，同一天做单，同一个批次和组织，分别在最头和中间，看起来不是按日期，也不是按批次，也不是按组织，看起来比较乱

",激活,0000-00-00,0,否,,张亚群,2021/11/29,主干,杨承樑,2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,"c475b1c0cd447918ae9f1c67034e8d31.mp4
"
8938,销售-交易管理,/上市计划,养殖项目2.0,,,【上市计划】异常猪群鉴定申请需显示“是”或者“否”，而不是true和false,,一般,3,页面表现与数据输入校验,用例内,,"<img src=““{15187.png}““ alt=““““ />



",激活,0000-00-00,0,否,,张亚群,2021/11/29,主干,胡建明（金蝶）,2021/11/29,,,,0000-00-00,,0000-00-00,0,,,,0000-00-00,
8937,邦购销APP,/销售管理/上市计划,养殖项目2.0,,,【上市计划】查询已有数据界面，上市头数为空未显示出来,,一般,3,页面表现与数据输入校验,用例内,,"<img src=““{15186.png}““ alt=““““ />

",激活,0000-00-00,0,否,,张亚群,2021/11/29,主干,胡建明（金蝶）,2021/11/30,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
8932,邦购销APP,/销售管理/上市计划,养殖项目2.0,,,【上市计划】app展示字段与需规差异,,一般,3,页面表现与数据输入校验,用例内,,"1.基本信息页签：缺少单据编号，业务日期，提前上市；
2.可上市信息页签：缺少“批次存栏数”，“当前存栏数”，“出生日龄”，”饲养天龄”，“已销售头数”，“饲养品种”，“提前上市鉴定”
3.可上市明细页签：缺少“已分配头数”，“可分配头数”，“异常猪群鉴定申请”",激活,0000-00-00,0,否,,张亚群,2021/11/29,主干,邱世平(嘉瑞),2021/11/29,,,,0000-00-00,,0000-00-00,0,,,付丽华,2021/12/1,
